AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment_nanbool,AssetsCurrent,AssetsCurrent_nanbool,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsAtCarryingValue_nanbool,CashAndCashEquivalentsPeriodIncreaseDecrease,CashAndCashEquivalentsPeriodIncreaseDecrease_nanbool,CommonStockParOrStatedValuePerShare,CommonStockParOrStatedValuePerShare_nanbool,CommonStockSharesAuthorized,CommonStockSharesAuthorized_nanbool,CommonStockSharesIssued,CommonStockSharesIssued_nanbool,CommonStockSharesOutstanding,CommonStockSharesOutstanding_nanbool,CommonStockValue,CommonStockValue_nanbool,DeferredTaxAssetsValuationAllowance,DeferredTaxAssetsValuationAllowance_nanbool,IncomeTaxExpenseBenefit,IncomeTaxExpenseBenefit_nanbool,InterestExpense,InterestExpense_nanbool,InterestPaid,InterestPaid_nanbool,Liabilities,Liabilities_nanbool,LiabilitiesAndStockholdersEquity,LiabilitiesAndStockholdersEquity_nanbool,LiabilitiesCurrent,LiabilitiesCurrent_nanbool,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInFinancingActivities_nanbool,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInInvestingActivities_nanbool,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivities_nanbool,NetIncomeLoss,NetIncomeLoss_nanbool,OperatingIncomeLoss,OperatingIncomeLoss_nanbool,PaymentsToAcquirePropertyPlantAndEquipment,PaymentsToAcquirePropertyPlantAndEquipment_nanbool,PreferredStockSharesAuthorized,PreferredStockSharesAuthorized_nanbool,PropertyPlantAndEquipmentGross,PropertyPlantAndEquipmentGross_nanbool,PropertyPlantAndEquipmentNet,PropertyPlantAndEquipmentNet_nanbool,RetainedEarningsAccumulatedDeficit,RetainedEarningsAccumulatedDeficit_nanbool,ShareBasedCompensation,ShareBasedCompensation_nanbool,StockholdersEquity,StockholdersEquity_nanbool,WeightedAverageNumberOfSharesOutstandingBasic,WeightedAverageNumberOfSharesOutstandingBasic_nanbool,Targets(Assets)
-2997317.0,0,13429590.0,0,11325572.0,0,7973013.0,0,0.01,0,50000000.0,0,18875586.0,0,18875586.0,0,188759.0,0,-47211777.0,0,0.0,1,0.0,1,80534.0,0,8822161.0,0,36406784.0,0,8397451.0,0,8872293.0,0,-2606877.0,0,1707597.0,0,-3849773.0,0,-4092394.0,0,369536.0,0,30000000.0,0,3761759.0,0,764442.0,0,-42907628.0,0,0.0,1,27584623.0,0,0.0,1,0.0
1640612.0,0,3545347.0,0,3103969.0,0,-6944497.0,0,0.005,0,160000000.0,0,2858126.0,0,2858126.0,0,14287.0,0,68535000.0,0,0.0,0,0.0,1,451327.0,0,8028130.0,0,9814232.0,0,6529080.0,0,0.0,1,0.0,1,0.0,1,0.0,1,-14421935.0,0,0.0,1,10000000.0,0,1885149.0,0,244537.0,0,-133935562.0,0,0.0,1,-1607397.0,0,0.0,1,0.0
0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0
16060000.0,0,191596000.0,0,53110000.0,0,-6049000.0,0,0.001,0,200000000.0,0,88065528.0,0,88065528.0,0,88000.0,0,4901000.0,0,2789000.0,0,0.0,1,5000.0,0,23413000.0,0,295624000.0,0,21830000.0,0,0.0,1,0.0,1,0.0,1,1926000.0,0,3882000.0,0,5826000.0,0,5000000.0,0,26308000.0,0,10248000.0,0,-104739000.0,0,9347000.0,0,272211000.0,0,89071000.0,0,0.0
129107000.0,0,86532000.0,0,62149000.0,0,0.0,1,0.0,0,250000000.0,0,118657000.0,0,118657000.0,0,572890000.0,0,92308000.0,0,30974000.0,0,18670000.0,0,0.0,1,0.0,1,291360000.0,0,252632000.0,0,0.0,1,0.0,1,0.0,1,0.0,1,-57675000.0,0,29433000.0,0,25000000.0,0,0.0,1,165971000.0,0,-539492000.0,0,3163000.0,0,33398000.0,0,116311000.0,0,0.0
11007000000.0,0,15068000000.0,0,2291000000.0,0,-65000000.0,0,2.5,0,2000000000.0,0,1071000000.0,0,848000000.0,0,2679000000.0,0,0.0,1,1275000000.0,0,0.0,1,0.0,1,15942000000.0,0,32240000000.0,0,5883000000.0,0,-1030000000.0,0,-3138000000.0,0,4062000000.0,0,3500000000.0,0,5097000000.0,0,0.0,1,5000000.0,0,23482000000.0,0,12475000000.0,0,21809000000.0,0,298000000.0,0,16267000000.0,0,848000000.0,0,0.0
449433000.0,0,682731000.0,0,2151000.0,0,-818000.0,0,2.5,0,75000000.0,0,0.0,1,42178156.0,0,112777000.0,0,0.0,1,51840000.0,0,25463000.0,0,0.0,1,0.0,1,3158804000.0,0,791086000.0,0,-75009000.0,0,-282595000.0,0,0.0,1,141970000.0,0,201190000.0,0,128254000.0,0,0.0,1,2333543000.0,0,1884110000.0,0,674829000.0,0,0.0,1,966166000.0,0,42099000.0,0,0.0
5760800000.0,0,3785700000.0,0,334200000.0,0,-533100000.0,0,0.1,0,1000000000.0,0,754600000.0,0,0.0,1,75500000.0,0,215400000.0,0,586800000.0,0,315400000.0,0,0.0,1,15792900000.0,0,0.0,1,4890100000.0,0,-1384800000.0,0,-1602200000.0,0,2542800000.0,0,1221300000.0,0,2077300000.0,0,712400000.0,0,5000000.0,0,9544100000.0,0,3783300000.0,0,11990800000.0,0,106400000.0,0,4996700000.0,0,603300000.0,0,1.0
14688047.0,0,15083298.0,0,8622235.0,0,-43728348.0,0,0.001,0,150000000.0,0,25734467.0,0,25734467.0,0,25734.0,0,0.0,1,4235739.0,0,0.0,0,0.0,1,25098930.0,0,167641460.0,0,16263051.0,0,0.0,1,0.0,1,0.0,1,8420500.0,0,12570275.0,0,0.0,1,50000000.0,0,167246209.0,0,152558162.0,0,1984473.0,0,2517211.0,0,142542530.0,0,24739795.0,0,0.0
167193000.0,0,452856000.0,0,23273000.0,0,-20337000.0,0,0.05,0,70000000.0,0,50930303.0,0,0.0,1,2597000.0,0,80794000.0,0,6573000.0,0,30354000.0,0,26848000.0,0,578382000.0,0,692207000.0,0,247154000.0,0,1596000.0,0,38988000.0,0,-59864000.0,0,-79827000.0,0,-2808000.0,0,15082000.0,0,1000000.0,0,261625000.0,0,94432000.0,0,-581745000.0,0,13617000.0,0,113536000.0,0,49310044.0,0,1.0
25744000.0,0,171341000.0,0,91905000.0,0,71112000.0,0,0.0,0,500000000.0,0,61377000.0,0,61377000.0,0,1000.0,0,63620000.0,0,1507000.0,0,1028000.0,0,503000.0,0,90415000.0,0,186980000.0,0,70685000.0,0,107750000.0,0,-6100000.0,0,-30538000.0,0,-34720000.0,0,-30271000.0,0,6100000.0,0,0.0,1,36524000.0,0,10780000.0,0,-181785000.0,0,12359000.0,0,96565000.0,0,48682000.0,0,0.0
5857000.0,0,19923000.0,0,2762000.0,0,-6795000.0,0,0.01,0,80000000.0,0,29766756.0,0,29766756.0,0,298000.0,0,8014000.0,0,2750000.0,0,469000.0,0,386000.0,0,33847000.0,0,46764000.0,0,19072000.0,0,0.0,1,130000.0,0,6984000.0,0,2041000.0,0,7480000.0,0,370000.0,0,1300537.0,0,6910000.0,0,1053000.0,0,-23164000.0,0,566000.0,0,12917000.0,0,38328115.0,0,0.0
0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0
0.0,1,223482.0,0,4430.0,0,2079.0,0,0.001,0,20000000000.0,0,4609208217.0,0,4609208217.0,0,4960208.0,0,-5293630.0,0,0.0,1,636789.0,0,0.0,1,961015.0,0,223482.0,0,961015.0,0,725000.0,0,0.0,1,-722921.0,0,-6615965.0,0,-1416189.0,0,0.0,1,0.0,1,0.0,1,0.0,1,-23310033.0,0,0.0,1,-737533.0,0,4480344580.0,0,0.0
0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0
0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0
0.0,1,0.0,1,0.0,1,-554000.0,0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,669000.0,0,0.0,1,0.0,1,6736000.0,0,0.0,1,0.0,1,-306000.0,0,-248000.0,0,-542000.0,0,-236000.0,0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0
66036000.0,0,0.0,1,105517000.0,0,-1124000.0,0,5.0,0,25000000.0,0,0.0,1,17466375.0,0,0.0,1,0.0,1,19146000.0,0,11797000.0,0,11922000.0,0,3275888000.0,0,3723765000.0,0,0.0,1,0.0,1,0.0,1,0.0,1,43251000.0,0,0.0,1,2081000.0,0,300000.0,0,116016000.0,0,49980000.0,0,144697000.0,0,852000.0,0,447877000.0,0,17326000.0,0,0.0
0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,35966000.0,0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0
276479000.0,0,463842000.0,0,81834000.0,0,-9224000.0,0,0.0,1,0.0,1,0.0,1,0.0,1,548000.0,0,-37409000.0,0,-4963000.0,0,14300000.0,0,0.0,1,520589000.0,0,1253665000.0,0,291945000.0,0,-115387000.0,0,10207000.0,0,93420000.0,0,-45968000.0,0,-41211000.0,0,43398000.0,0,0.0,1,410650000.0,0,134171000.0,0,452057000.0,0,5214000.0,0,733076000.0,0,51866000.0,0,1.0
0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0
0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0
0.0,1,0.0,1,469.0,0,-2874.0,0,0.001,0,75000000.0,0,6910000.0,0,6910000.0,0,6910.0,0,0.0,1,0.0,1,0.0,1,0.0,1,3394.0,0,469.0,0,0.0,1,6501.0,0,0.0,0,-9375.0,0,-9375.0,0,-9375.0,0,0.0,1,0.0,1,0.0,1,0.0,1,-27125.0,0,0.0,1,0.0,1,6721644.0,0,0.0
0.0,1,287133.0,0,0.0,1,0.0,1,0.001,0,100000000.0,0,81088177.0,0,81088177.0,0,0.0,1,0.0,1,0.0,0,0.0,1,0.0,1,0.0,1,0.0,1,-191430.0,0,0.0,1,0.0,1,0.0,1,-310917.0,0,-300387.0,0,0.0,1,0.0,1,0.0,1,1637960.0,0,0.0,1,0.0,1,0.0,1,0.0,1,0.0
69372.0,0,1505913.0,0,689963.0,0,689211.0,0,0.0,0,350000000.0,0,113511250.0,0,113511250.0,0,1135.0,0,1300095.0,0,0.0,1,357579.0,0,3607.0,0,3205044.0,0,2321292.0,0,2285300.0,0,2919477.0,0,-235995.0,0,-2062991.0,0,-2991969.0,0,-3192464.0,0,0.0,1,150000000.0,0,233187.0,0,163815.0,0,-5767577.0,0,0.0,1,-883752.0,0,0.0,1,0.0
0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0
0.0,1,0.0,1,3499000.0,0,-474000.0,0,0.06,0,150000000.0,0,79213000.0,0,79213000.0,0,4753000.0,0,0.0,1,0.0,1,32301000.0,0,32275000.0,0,711528000.0,0,1286779000.0,0,0.0,1,-100475000.0,0,49116000.0,0,50885000.0,0,28981000.0,0,50737000.0,0,0.0,1,12500000.0,0,0.0,1,761000.0,0,0.0,1,3531000.0,0,569552000.0,0,0.0,1,0.0
5208156.0,0,255428.0,0,69593.0,0,-51581.0,0,0.001,0,100000000.0,0,8297677.0,0,8297677.0,0,8298.0,0,1845000.0,0,0.0,1,84437.0,0,80896.0,0,2085913.0,0,365501.0,0,1770913.0,0,1645969.0,0,-382444.0,0,-1315106.0,0,-7091505.0,0,-7266987.0,0,382444.0,0,25000000.0,0,5217895.0,0,9739.0,0,-9599997.0,0,83297.0,0,-1720412.0,0,0.0,1,0.0
166263000.0,0,232595000.0,0,51995000.0,0,-6228000.0,0,0.01,0,142500000.0,0,52798000.0,0,52798000.0,0,528000.0,0,552000.0,0,34134000.0,0,53000.0,0,49000.0,0,217280000.0,0,474187000.0,0,187052000.0,0,0.0,1,0.0,1,144468000.0,0,67974000.0,0,101746000.0,0,76594000.0,0,5000000.0,0,0.0,1,165453000.0,0,256413000.0,0,6798000.0,0,256907000.0,0,53452000.0,0,0.0
0.0,1,94.0,0,94.0,0,-2034.0,0,0.001,0,100000000.0,0,48869091.0,0,48869091.0,0,48869.0,0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,331933.0,0,958354.0,0,377850.0,0,-180000.0,0,0.0,1,-295629.0,0,-226931.0,0,0.0,1,25000000.0,0,0.0,1,0.0,1,-1095121.0,0,0.0,1,-626421.0,0,0.0,1,0.0
3156814.0,0,226352.0,0,108642.0,0,51195.0,0,0.0,1,250000000.0,0,60000000.0,0,60000000.0,0,0.0,1,0.0,1,80951.0,0,10610.0,0,10610.0,0,1452816.0,0,1349444.0,0,95114.0,0,-212113.0,0,-38531.0,0,301839.0,0,157139.0,0,248700.0,0,30131.0,0,0.0,1,3901219.0,0,744405.0,0,0.0,1,0.0,1,-103372.0,0,56778493.0,0,0.0
0.0,1,2327.0,0,2327.0,0,-1187.0,0,0.001,0,100000000.0,0,3018000.0,0,0.0,1,3018.0,0,0.0,1,0.0,1,0.0,1,0.0,1,1640.0,0,2327.0,0,1640.0,0,20000.0,0,0.0,1,-21187.0,0,-20782.0,0,-20779.0,0,0.0,1,5000000.0,0,0.0,1,0.0,1,-237944.0,0,0.0,1,687.0,0,0.0,1,0.0
0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0
7244000.0,0,33979000.0,0,3832000.0,0,4005000.0,0,0.001,0,30000000.0,0,7405962.0,0,7405962.0,0,7000.0,0,0.0,1,523000.0,0,0.0,1,478000.0,0,42004000.0,0,72838000.0,0,24262000.0,0,5723000.0,0,-1813000.0,0,95000.0,0,-268000.0,0,1750000.0,0,723000.0,0,5000000.0,0,18439000.0,0,11195000.0,0,15782000.0,0,226000.0,0,30834000.0,0,7185000.0,0,1.0
5131000.0,0,0.0,1,16390000.0,0,-1441000.0,0,1.0,0,20000000.0,0,7357752.0,0,7357752.0,0,7358000.0,0,0.0,1,2479000.0,0,2999000.0,0,2885000.0,0,657762000.0,0,719094000.0,0,0.0,1,0.0,1,0.0,1,0.0,1,6405000.0,0,0.0,1,276000.0,0,0.0,1,6646000.0,0,1515000.0,0,28485000.0,0,0.0,1,61332000.0,0,7337176.0,0,0.0
416.0,0,530772.0,0,525720.0,0,437331.0,0,0.001,0,75000000.0,0,11043755.0,0,11043755.0,0,0.0,1,190900.0,0,0.0,0,0.0,1,0.0,1,76523.0,0,576261.0,0,76523.0,0,1087400.0,0,27316.0,0,-677385.0,0,-1726337.0,0,-1726337.0,0,8403.0,0,5000000.0,0,8403.0,0,7987.0,0,-1758830.0,0,1012500.0,0,499738.0,0,0.0,1,0.0
0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0
0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0
9126.0,0,242941.0,0,52987.0,0,-75923.0,0,0.001,0,30000000000.0,0,5129999499.0,0,5129999499.0,0,5130000.0,0,1585300.0,0,0.0,0,430070.0,0,184831.0,0,3110113.0,0,3086807.0,0,3110113.0,0,0.0,1,0.0,1,0.0,1,-1096714.0,0,0.0,1,11269.0,0,1200000.0,0,19736.0,0,10610.0,0,-9497316.0,0,0.0,1,-23306.0,0,4105316855.0,0,0.0
0.0,1,0.0,0,0.0,0,0.0,1,0.001,0,75000000.0,0,35000020.0,0,35000020.0,0,35000.0,0,0.0,1,0.0,1,0.0,1,0.0,1,68205.0,0,0.0,0,68205.0,0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,-68205.0,0,0.0,1,0.0,1,0.0,1,0.0
1725087000.0,0,284814000.0,0,82862000.0,0,30730000.0,0,0.001,0,40000000.0,0,31164004.0,0,31164004.0,0,37000.0,0,81704000.0,0,5739000.0,0,0.0,1,233500000.0,0,8031950000.0,0,11551307000.0,0,2079188000.0,0,0.0,1,0.0,1,0.0,1,339105000.0,0,507451000.0,0,1051974000.0,0,0.0,1,10348860000.0,0,8623773000.0,0,76256000.0,0,14617000.0,0,3519357000.0,0,0.0,1,0.0
11021000.0,0,43328000.0,0,935000.0,0,266000.0,0,0.01,0,50000000.0,0,32312276.0,0,32312276.0,0,323000.0,0,0.0,1,-906000.0,0,641000.0,0,529000.0,0,15936000.0,0,59935000.0,0,11214000.0,0,0.0,1,0.0,1,0.0,1,-720000.0,0,-985000.0,0,716000.0,0,0.0,1,18908000.0,0,7887000.0,0,-17829000.0,0,708000.0,0,43999000.0,0,29122746.0,0,0.0
0.0,1,551.0,0,551.0,0,0.0,1,0.001,0,1200000000.0,0,50018888.0,0,50018888.0,0,50019.0,0,0.0,1,0.0,1,0.0,1,0.0,1,137505.0,0,59338.0,0,137505.0,0,27694.0,0,0.0,1,-31813.0,0,-272105.0,0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,139399.0,0,-78167.0,0,0.0,1,0.0
0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0
0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0
0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0
0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0
745000.0,0,0.0,1,24465000.0,0,4480000.0,0,0.02,0,150000000.0,0,124454783.0,0,124454783.0,0,2490000.0,0,0.0,1,-10821000.0,0,33000.0,0,33000.0,0,20261000.0,0,64793000.0,0,0.0,1,-5400000.0,0,1450000.0,0,8430000.0,0,18643000.0,0,7822000.0,0,204000.0,0,10000000.0,0,1497000.0,0,752000.0,0,-35569000.0,0,1124000.0,0,44517000.0,0,123026480.0,0,1.0
58487000.0,0,119288000.0,0,10761000.0,0,6696000.0,0,0.01,0,100000000.0,0,31839087.0,0,31539087.0,0,319000.0,0,1506000.0,0,8607000.0,0,3166000.0,0,0.0,1,142288000.0,0,234162000.0,0,76556000.0,0,3237000.0,0,-16143000.0,0,19602000.0,0,13932000.0,0,25586000.0,0,6176000.0,0,5000000.0,0,97857000.0,0,39370000.0,0,-57659000.0,0,300000.0,0,91874000.0,0,0.0,1,0.0
15043000.0,0,159420000.0,0,115464000.0,0,26093000.0,0,0.0,0,70000000.0,0,36258000.0,0,31116000.0,0,5000.0,0,5433000.0,0,9497000.0,0,0.0,1,0.0,1,15615000.0,0,177438000.0,0,12388000.0,0,2731000.0,0,-3673000.0,0,27089000.0,0,18462000.0,0,27840000.0,0,3958000.0,0,5000000.0,0,23875000.0,0,8832000.0,0,-52187000.0,0,8547000.0,0,161823000.0,0,30743000.0,0,0.0
5371000.0,0,0.0,1,10086000.0,0,-7319000.0,0,0.0,1,10000000.0,0,6034933.0,0,6034933.0,0,41125000.0,0,163000.0,0,1419000.0,0,3207000.0,0,3300000.0,0,634582000.0,0,693551000.0,0,0.0,1,12488000.0,0,-29196000.0,0,9389000.0,0,3085000.0,0,0.0,1,1258000.0,0,2500000.0,0,11948000.0,0,6577000.0,0,3817000.0,0,0.0,1,58969000.0,0,6003814.0,0,0.0
509600000.0,0,1247400000.0,0,444100000.0,0,44100000.0,0,0.01,0,110000000.0,0,60637525.0,0,0.0,1,600000.0,0,0.0,1,101600000.0,0,40600000.0,0,0.0,1,0.0,1,2891400000.0,0,857200000.0,0,16600000.0,0,-289400000.0,0,316900000.0,0,198600000.0,0,366500000.0,0,256900000.0,0,10000000.0,0,1958400000.0,0,1448800000.0,0,731200000.0,0,13900000.0,0,1198400000.0,0,58780947.0,0,0.0
0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0
0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0
46266000.0,0,245818000.0,0,21197000.0,0,-33438000.0,0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,3134000.0,0,22937000.0,0,0.0,1,7816000.0,0,334733000.0,0,562910000.0,0,109216000.0,0,0.0,1,0.0,1,0.0,1,56170000.0,0,87362000.0,0,0.0,1,0.0,1,162582000.0,0,116316000.0,0,190248000.0,0,1730000.0,0,228177000.0,0,21713000.0,0,0.0
0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0
0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0
0.0,1,0.0,1,43826000.0,0,25692000.0,0,0.01,0,450000000.0,0,83490663.0,0,83490663.0,0,835000.0,0,0.0,1,24000.0,0,45513000.0,0,0.0,1,1846986000.0,0,3874216000.0,0,0.0,1,-203413000.0,0,186926000.0,0,42179000.0,0,-5701000.0,0,29329000.0,0,94553000.0,0,40000000.0,0,0.0,1,0.0,1,-247801000.0,0,2536000.0,0,1898784000.0,0,0.0,1,1.0
0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,30000000.0,0,14267047.0,0,14267047.0,0,33877440.0,0,112000.0,0,0.0,0,0.0,1,0.0,0,0.0,1,2356.0,0,0.0,1,0.0,1,0.0,1,0.0,1,-20904.0,0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,-33898202.0,0,0.0,1,-20762.0,0,0.0,1,1.0
0.0,1,46251.0,0,46192.0,0,-95837.0,0,0.001,0,400000000.0,0,103779923.0,0,103779923.0,0,103780.0,0,-1943756.0,0,0.0,1,528816.0,0,14217.0,0,2153097.0,0,51622.0,0,2153097.0,0,497140.0,0,78703.0,0,-671680.0,0,-1977652.0,0,0.0,1,0.0,1,100000000.0,0,14525.0,0,5371.0,0,-5751537.0,0,639841.0,0,-2101475.0,0,103324359.0,0,1.0
0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0
51215000.0,0,229861000.0,0,115708000.0,0,-8667000.0,0,0.01,0,200000000.0,0,74104064.0,0,74104064.0,0,741000.0,0,5071000.0,0,45998000.0,0,0.0,1,0.0,1,0.0,1,318170000.0,0,122815000.0,0,0.0,1,0.0,1,0.0,1,82000000.0,0,127124000.0,0,9415000.0,0,20000000.0,0,68480000.0,0,17265000.0,0,191305000.0,0,9671000.0,0,182023000.0,0,74995000.0,0,0.0
