AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment_nanbool,AssetsCurrent,AssetsCurrent_nanbool,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsAtCarryingValue_nanbool,CashAndCashEquivalentsPeriodIncreaseDecrease,CashAndCashEquivalentsPeriodIncreaseDecrease_nanbool,CommonStockParOrStatedValuePerShare,CommonStockParOrStatedValuePerShare_nanbool,CommonStockSharesAuthorized,CommonStockSharesAuthorized_nanbool,CommonStockSharesIssued,CommonStockSharesIssued_nanbool,CommonStockSharesOutstanding,CommonStockSharesOutstanding_nanbool,CommonStockValue,CommonStockValue_nanbool,DeferredTaxAssetsValuationAllowance,DeferredTaxAssetsValuationAllowance_nanbool,IncomeTaxExpenseBenefit,IncomeTaxExpenseBenefit_nanbool,InterestExpense,InterestExpense_nanbool,InterestPaid,InterestPaid_nanbool,Liabilities,Liabilities_nanbool,LiabilitiesAndStockholdersEquity,LiabilitiesAndStockholdersEquity_nanbool,LiabilitiesCurrent,LiabilitiesCurrent_nanbool,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInFinancingActivities_nanbool,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInInvestingActivities_nanbool,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivities_nanbool,NetIncomeLoss,NetIncomeLoss_nanbool,OperatingIncomeLoss,OperatingIncomeLoss_nanbool,PaymentsToAcquirePropertyPlantAndEquipment,PaymentsToAcquirePropertyPlantAndEquipment_nanbool,PreferredStockSharesAuthorized,PreferredStockSharesAuthorized_nanbool,PropertyPlantAndEquipmentGross,PropertyPlantAndEquipmentGross_nanbool,PropertyPlantAndEquipmentNet,PropertyPlantAndEquipmentNet_nanbool,RetainedEarningsAccumulatedDeficit,RetainedEarningsAccumulatedDeficit_nanbool,ShareBasedCompensation,ShareBasedCompensation_nanbool,StockholdersEquity,StockholdersEquity_nanbool,WeightedAverageNumberOfSharesOutstandingBasic,WeightedAverageNumberOfSharesOutstandingBasic_nanbool,Targets(Assets)
0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0
0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0
0.0,1,0.0,1,60240000.0,0,20118000.0,0,0.01,0,20000000.0,0,10459924.0,0,10459924.0,0,105000.0,0,0.0,1,5760000.0,0,0.0,1,3875000.0,0,542856000.0,0,731074000.0,0,0.0,1,146845000.0,0,-131896000.0,0,5169000.0,0,9055000.0,0,0.0,1,0.0,1,2500000.0,0,0.0,1,0.0,1,184506000.0,0,4400.0,0,188218000.0,0,10459924.0,0,0.0
0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0
0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0
19924000.0,0,184520000.0,0,147539000.0,0,0.0,1,0.0,0,1000000000.0,0,79811769.0,0,79811769.0,0,8000.0,0,64449000.0,0,640000.0,0,380000.0,0,139000.0,0,47754000.0,0,296952000.0,0,38854000.0,0,0.0,1,0.0,1,0.0,1,-48429000.0,0,-47505000.0,0,15531000.0,0,20000000.0,0,50655000.0,0,30731000.0,0,-210989000.0,0,29333000.0,0,249198000.0,0,0.0,1,0.0
139535000.0,0,258062000.0,0,181641000.0,0,0.0,1,0.0,0,100000000.0,0,27241000.0,0,24037000.0,0,2000.0,0,1000000.0,0,4404000.0,0,39000.0,0,47000.0,0,247645000.0,0,376865000.0,0,242802000.0,0,0.0,1,0.0,1,0.0,1,8854000.0,0,11923000.0,0,0.0,1,5000000.0,0,191606000.0,0,52071000.0,0,-153864000.0,0,4035000.0,0,129238000.0,0,23999000.0,0,0.0
-43229.0,0,623.0,0,623.0,0,623.0,0,0.0,0,100000000.0,0,58416660.0,0,58416660.0,0,585.0,0,0.0,1,0.0,1,32996.0,0,9000.0,0,3095871.0,0,1077.0,0,3052573.0,0,311532.0,0,0.0,1,-310909.0,0,-744562.0,0,-506328.0,0,0.0,1,0.0,1,43683.0,0,454.0,0,-15777222.0,0,69888.0,0,-3094794.0,0,0.0,1,0.0
21387000.0,0,0.0,1,32872000.0,0,2806000.0,0,0.01,0,30000000.0,0,26412007.0,0,18794888.0,0,264000.0,0,0.0,1,1598000.0,0,6397000.0,0,6475000.0,0,974856000.0,0,1089263000.0,0,0.0,1,0.0,1,0.0,1,0.0,1,3023000.0,0,0.0,1,0.0,1,2000000.0,0,34399000.0,0,13012000.0,0,29618000.0,0,0.0,1,114407000.0,0,18793000.0,0,0.0
0.0,1,1084.0,0,1084.0,0,-916.0,0,0.0,0,100000000.0,0,6900000.0,0,6900000.0,0,690.0,0,0.0,1,0.0,0,133.0,0,0.0,1,279636.0,0,1084.0,0,279636.0,0,0.0,1,0.0,1,0.0,1,-358340.0,0,0.0,1,0.0,1,20000000.0,0,0.0,1,0.0,1,-358997.0,0,0.0,1,-278552.0,0,0.0,1,1.0
0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0
0.0,1,814755.0,0,0.0,1,0.0,1,0.0,0,400000000.0,0,6735558.0,0,6735558.0,0,674.0,0,0.0,1,0.0,1,0.0,1,0.0,1,8048288.0,0,221317716.0,0,330788.0,0,0.0,1,0.0,1,0.0,1,0.0,1,-676916.0,0,0.0,1,1000000.0,0,0.0,1,0.0,1,-673955.0,0,0.0,1,5000010.0,0,0.0,1,0.0
0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0
0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0
0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0
0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0
0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0
864464.0,0,0.0,1,2723369.0,0,389563.0,0,1.0,0,2000000.0,0,995253.0,0,995253.0,0,995253.0,0,3974892.0,0,0.0,0,0.0,1,0.0,1,8691951.0,0,29029678.0,0,0.0,1,-586065.0,0,845024.0,0,130604.0,0,578788.0,0,0.0,1,22692.0,0,0.0,1,1156447.0,0,291983.0,0,15926472.0,0,0.0,1,20337727.0,0,0.0,1,0.0
0.0,1,170979000.0,0,51949000.0,0,-1038000.0,0,1.0,0,100000000.0,0,66947000.0,0,0.0,1,66947000.0,0,0.0,1,11705000.0,0,0.0,1,160000.0,0,0.0,1,362873000.0,0,31843000.0,0,-30665000.0,0,-29986000.0,0,60083000.0,0,31733000.0,0,43801000.0,0,17041000.0,0,0.0,1,0.0,1,117513000.0,0,244180000.0,0,4213000.0,0,305153000.0,0,36928510.0,0,1.0
11618000.0,0,0.0,1,45030000.0,0,26070000.0,0,0.01,0,75000000.0,0,13100360.0,0,13100360.0,0,131000.0,0,1917000.0,0,-354000.0,0,4592000.0,0,4589000.0,0,746121000.0,0,936802000.0,0,0.0,1,146701000.0,0,-119458000.0,0,-1173000.0,0,-5090000.0,0,0.0,1,1266000.0,0,5000000.0,0,24198000.0,0,12580000.0,0,74573000.0,0,0.0,1,190681000.0,0,0.0,1,0.0
253000000.0,0,497000000.0,0,171000000.0,0,15000000.0,0,0.001,0,300000000.0,0,17608580.0,0,17608580.0,0,0.0,0,353000000.0,0,13000000.0,0,0.0,1,0.0,1,0.0,1,1722000000.0,0,404000000.0,0,-368000000.0,0,-5000000.0,0,388000000.0,0,-371000000.0,0,-4000000.0,0,0.0,1,10000000.0,0,317000000.0,0,64000000.0,0,-2591000000.0,0,4000000.0,0,-1122000000.0,0,0.0,1,0.0
0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0
0.0,1,0.0,1,1336670.0,0,-957593.0,0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,17194455.0,0,397019.0,0,-1417796.0,0,-456202.0,0,916405.0,0,0.0,1,166400.0,0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,1.0
733000.0,0,1684000.0,0,0.0,1,0.0,1,0.001,0,90000000.0,0,30391513.0,0,30391513.0,0,30000.0,0,31403405.0,0,0.0,1,483000.0,0,188000.0,0,9050000.0,0,3369000.0,0,1247000.0,0,0.0,1,0.0,1,0.0,1,-7371000.0,0,-2669000.0,0,0.0,1,5000000.0,0,734000.0,0,1000.0,0,-114165000.0,0,0.0,1,-5681000.0,0,23817184.0,0,0.0
0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0
0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0
0.0,1,137000.0,0,119000.0,0,117000.0,0,0.0,0,29000000.0,0,4198983.0,0,4198983.0,0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,8410000.0,0,115170000.0,0,4672000.0,0,116146000.0,0,0.0,1,-1029000.0,0,-5650000.0,0,0.0,1,0.0,1,1000000.0,0,0.0,1,0.0,1,0.0,1,0.0,1,5000000.0,0,0.0,1,0.0
0.0,1,24276.0,0,0.0,1,0.0,1,0.0,1,9.99999999999e+11,0,19981021800.0,0,19981021800.0,0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,24276.0,0,481262.0,0,81000.0,0,0.0,1,-56724.0,0,-644536.0,0,0.0,1,0.0,1,9.99999999999e+11,0,0.0,1,0.0,1,-997812.0,0,0.0,1,-997812.0,0,0.0,1,0.0
239330000.0,0,238661000.0,0,106325000.0,0,-47258000.0,0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,2784000.0,0,46706000.0,0,0.0,1,581844000.0,0,770246000.0,0,243222000.0,0,-168962000.0,0,-74800000.0,0,196504000.0,0,0.0,1,217979000.0,0,0.0,1,0.0,1,685036000.0,0,445706000.0,0,0.0,1,0.0,1,0.0,1,0.0,1,1.0
0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0
0.0,1,0.0,1,4692000.0,0,106000.0,0,0.1,0,91000000.0,0,57708675.0,0,57649609.0,0,5771000.0,0,6700000.0,0,0.0,1,25976000.0,0,0.0,1,818121000.0,0,1465697000.0,0,0.0,1,-108941000.0,0,32815000.0,0,76232000.0,0,144711000.0,0,37433000.0,0,0.0,1,9000000.0,0,0.0,1,0.0,1,0.0,1,3839000.0,0,647226000.0,0,57478000.0,0,0.0
726373000.0,0,992295000.0,0,341180000.0,0,-96951000.0,0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,13116000.0,0,8424000.0,0,0.0,1,123253000.0,0,2461968000.0,0,2718964000.0,0,402701000.0,0,-33407000.0,0,-122415000.0,0,58871000.0,0,-2384000.0,0,28311000.0,0,114586000.0,0,0.0,1,1507171000.0,0,826478000.0,0,0.0,1,10329000.0,0,0.0,1,0.0,1,0.0
9821000.0,0,121926000.0,0,119302000.0,0,53442000.0,0,0.001,0,160000000.0,0,69832949.0,0,0.0,1,91000.0,0,251443000.0,0,-989000.0,0,0.0,1,0.0,1,36128000.0,0,161037000.0,0,6685000.0,0,37887000.0,0,1829000.0,0,13726000.0,0,4410000.0,0,3370000.0,0,714000.0,0,20000000.0,0,12373000.0,0,2552000.0,0,-462267000.0,0,3523000.0,0,124909000.0,0,68185000.0,0,1.0
117767083.0,0,194127792.0,0,0.0,1,0.0,1,0.001,0,80000000.0,0,38911014.0,0,38672865.0,0,19456.0,0,-11119675.0,0,6226015.0,0,203296.0,0,0.0,1,10908739.0,0,322982152.0,0,8082244.0,0,-366534.0,0,-7181203.0,0,46573777.0,0,17871795.0,0,23818221.0,0,6538611.0,0,1000000.0,0,242117864.0,0,124350781.0,0,0.0,1,346100.0,0,312073413.0,0,38694567.0,0,0.0
0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0
0.0,1,0.0,1,18136.0,0,-4013.0,0,0.0,0,300000000.0,0,54000000.0,0,54000000.0,0,540.0,0,-84215.0,0,0.0,1,0.0,1,0.0,1,0.0,1,18136.0,0,197593.0,0,20000.0,0,0.0,1,-24013.0,0,-42588.0,0,-30838.0,0,0.0,1,0.0,1,0.0,1,0.0,1,-387907.0,0,0.0,1,-179457.0,0,0.0,1,0.0
1000.0,0,15884000.0,0,0.0,1,-9296000.0,0,0.001,0,100000000.0,0,21134744.0,0,20741572.0,0,21000.0,0,9017000.0,0,0.0,0,0.0,1,0.0,1,2124000.0,0,16163000.0,0,2066000.0,0,0.0,1,0.0,1,0.0,1,-15618000.0,0,-15685000.0,0,30000.0,0,15000000.0,0,30000.0,0,29000.0,0,-28059000.0,0,5424000.0,0,14039000.0,0,0.0,1,1.0
0.0,1,872289.0,0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,26917826.0,0,169897.0,0,-6595893.0,0,-77429.0,0,6666645.0,0,714056.0,0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,1.0
99409000.0,0,0.0,1,442409000.0,0,286752000.0,0,0.01,0,117187500.0,0,0.0,1,75026092.0,0,0.0,1,0.0,0,35909000.0,0,26966000.0,0,26398000.0,0,7278460000.0,0,8306507000.0,0,0.0,1,-54875000.0,0,158893000.0,0,182734000.0,0,112755000.0,0,0.0,1,14389000.0,0,1000000.0,0,0.0,1,179175000.0,0,301197000.0,0,859000.0,0,1028047000.0,0,74641957.0,0,0.0
264816000.0,0,3940469000.0,0,1113608000.0,0,508643000.0,0,0.001,0,160000000.0,0,60415841.0,0,60415841.0,0,60000.0,0,0.0,0,82570000.0,0,50219000.0,0,41085000.0,0,5198943000.0,0,7056651000.0,0,2663154000.0,0,541712000.0,0,-42866000.0,0,16483000.0,0,266799000.0,0,402648000.0,0,69726000.0,0,10000000.0,0,414691000.0,0,149875000.0,0,819284000.0,0,115239000.0,0,1857708000.0,0,60078000.0,0,0.0
0.0,1,918288.0,0,915853.0,0,912287.0,0,0.001,0,300000000.0,0,49333332.0,0,49333332.0,0,49333.0,0,29240.0,0,0.0,1,0.0,1,0.0,1,0.0,1,918288.0,0,5199.0,0,0.0,1,0.0,1,0.0,1,-49277.0,0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,913089.0,0,47353424.0,0,0.0
0.0,1,0.0,1,235034000.0,0,-66703000.0,0,10.0,0,1000000.0,0,250000.0,0,250000.0,0,2500000.0,0,113406000.0,0,5424000.0,0,0.0,1,5000.0,0,8746439000.0,0,10108441000.0,0,0.0,1,0.0,1,0.0,1,0.0,1,33533000.0,0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,-295405000.0,0,0.0,1,1362002000.0,0,0.0,1,1.0
16085000.0,0,240289000.0,0,161019000.0,0,116331000.0,0,0.001,0,75000000.0,0,33477810.0,0,29060225.0,0,34000.0,0,0.0,1,12493000.0,0,0.0,1,243000.0,0,201126000.0,0,300125000.0,0,88386000.0,0,106305000.0,0,7866000.0,0,1754000.0,0,-36644000.0,0,-22407000.0,0,7499000.0,0,5000000.0,0,31873000.0,0,15788000.0,0,-19223000.0,0,22665000.0,0,98999000.0,0,28915496.0,0,1.0
0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0
45436.0,0,9056214.0,0,8211492.0,0,-7367817.0,0,0.001,0,90000000.0,0,9258231.0,0,9258231.0,0,9258.0,0,14183086.0,0,2800.0,0,3800.0,0,3800.0,0,2092050.0,0,10242224.0,0,1560268.0,0,598138.0,0,-910527.0,0,-7055428.0,0,-10118103.0,0,-10146749.0,0,173986.0,0,5000000.0,0,288831.0,0,243395.0,0,-41865495.0,0,2614619.0,0,8150174.0,0,0.0,1,0.0
39832461.0,0,71545645.0,0,10743946.0,0,10743896.0,0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,1870.0,0,1076620.0,0,1044151.0,0,0.0,1,117137344.0,0,49636087.0,0,-22005015.0,0,-10655211.0,0,43404122.0,0,20064638.0,0,17648668.0,0,10981737.0,0,0.0,1,78583353.0,0,38750892.0,0,0.0,1,0.0,1,0.0,1,0.0,1,0.0
3969264.0,0,0.0,1,0.0,1,-1187844.0,0,0.0,1,10000000.0,0,3549665.0,0,3549665.0,0,12101480.0,0,0.0,1,1751114.0,0,1349566.0,0,0.0,1,216430669.0,0,253201323.0,0,0.0,1,0.0,1,0.0,1,0.0,1,3443569.0,0,0.0,1,201106.0,0,1000000.0,0,8337853.0,0,4368589.0,0,20808309.0,0,0.0,1,36770654.0,0,3544057.0,0,0.0
3201000000.0,0,2100000000.0,0,232000000.0,0,-169000000.0,0,0.037,0,560000000.0,0,323000000.0,0,0.0,1,12000000.0,0,151000000.0,0,347000000.0,0,122000000.0,0,122000000.0,0,6510000000.0,0,8113000000.0,0,2989000000.0,0,-925000000.0,0,-134000000.0,0,899000000.0,0,818000000.0,0,1192000000.0,0,347000000.0,0,40000000.0,0,5519000000.0,0,2318000000.0,0,2198000000.0,0,57000000.0,0,1615000000.0,0,314000000.0,0,1.0
1152827.0,0,33570190.0,0,32413777.0,0,8824261.0,0,0.001,0,200000000.0,0,33681355.0,0,33681355.0,0,33681.0,0,49310014.0,0,-1936756.0,0,903890.0,0,0.0,1,13214045.0,0,35119103.0,0,3287132.0,0,0.0,1,0.0,1,0.0,1,-16902883.0,0,-17914657.0,0,64865.0,0,20000000.0,0,2157239.0,0,1004412.0,0,-149368253.0,0,0.0,1,21905058.0,0,0.0,1,1.0
0.0,1,100236000.0,0,60333000.0,0,31533000.0,0,0.0,0,200000000.0,0,50434000.0,0,50434000.0,0,371689000.0,0,56673000.0,0,7909000.0,0,0.0,1,1515000.0,0,83301000.0,0,229644000.0,0,52963000.0,0,-4645000.0,0,0.0,1,51847000.0,0,0.0,1,-9785000.0,0,4359000.0,0,0.0,1,0.0,1,20599000.0,0,-226803000.0,0,14898000.0,0,146846000.0,0,50042000.0,0,0.0
0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0
0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0
33765863.0,0,157991422.0,0,0.0,1,0.0,1,0.0,0,200000000.0,0,65303205.0,0,65303205.0,0,6531.0,0,332863.0,0,23955852.0,0,0.0,1,0.0,1,68941639.0,0,173078417.0,0,64056139.0,0,0.0,1,0.0,1,0.0,1,39058219.0,0,0.0,1,0.0,1,0.0,1,46013103.0,0,12247240.0,0,9440597.0,0,6103898.0,0,104136778.0,0,65223549.0,0,0.0
107705000.0,0,139931000.0,0,44195000.0,0,-62174000.0,0,0.01,0,450000000.0,0,229308000.0,0,229308000.0,0,2293000.0,0,0.0,1,1502000.0,0,22334000.0,0,0.0,1,609255000.0,0,828150000.0,0,136751000.0,0,103118000.0,0,-190011000.0,0,24935000.0,0,-35850000.0,0,-19070000.0,0,174511000.0,0,1000000.0,0,0.0,1,0.0,1,-417349000.0,0,6813000.0,0,120733000.0,0,228560000.0,0,1.0
0.0,1,113488000.0,0,89955000.0,0,-742000.0,0,0.01,0,100000000.0,0,0.0,1,26630507.0,0,267000.0,0,0.0,1,6463000.0,0,0.0,1,0.0,1,35656000.0,0,193582000.0,0,28699000.0,0,-4267000.0,0,-16490000.0,0,20015000.0,0,462000.0,0,8897000.0,0,786000.0,0,5000000.0,0,0.0,1,15125000.0,0,-14327000.0,0,6139000.0,0,157926000.0,0,25210000.0,0,0.0
0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0
0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0
4005000.0,0,26386000.0,0,16762000.0,0,-3953000.0,0,0.01,0,150000000.0,0,12186000.0,0,10775000.0,0,0.0,1,58267000.0,0,988000.0,0,0.0,1,120000.0,0,10790000.0,0,52208000.0,0,5948000.0,0,0.0,1,0.0,1,0.0,1,3390000.0,0,3815000.0,0,2048000.0,0,1000000.0,0,17046000.0,0,13041000.0,0,-238272000.0,0,607000.0,0,40868000.0,0,10992000.0,0,1.0
0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0
0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0
0.0,1,1138.0,0,1138.0,0,-2249.0,0,0.001,0,20000000.0,0,6150000.0,0,6150000.0,0,6150.0,0,-73494.0,0,0.0,1,5067.0,0,0.0,1,164098.0,0,1138.0,0,164098.0,0,4300.0,0,0.0,1,-6549.0,0,-26357.0,0,-17050.0,0,0.0,1,0.0,1,0.0,1,0.0,1,-216160.0,0,0.0,1,-162960.0,0,6150000.0,0,1.0
0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0
135590.0,0,1059167.0,0,144258.0,0,-210571.0,0,0.001,0,333333333.0,0,21081602.0,0,21081602.0,0,21082.0,0,7000846.0,0,4599.0,0,0.0,1,21497.0,0,15808039.0,0,25732155.0,0,4625499.0,0,800765.0,0,-554678.0,0,-456657.0,0,-6549322.0,0,-6395186.0,0,169794.0,0,0.0,1,302553.0,0,166963.0,0,-70106351.0,0,0.0,1,9924116.0,0,0.0,1,0.0
